Id,Sheep Breed,Any Diseases,Output
390,Muzaffarnagri,Lupinosis,"Face and body of sheep are white with occasional patches of brown or black. Fleece is white,coarse and open.Belly and legs are devoid of wool coarse fleece that is primarily used for making carpet quality wool. Due to this disease,There were reductions in clean fleece weight, yield, mean fibre diameter and staple strength, and changes in position of break attributable to administration of phomopsins"
391,Muzaffarnagri,Mastitis,"Face and body of sheep are white with occasional patches of brown or black. Fleece is white,coarse and open.Belly and legs are devoid of wool coarse fleece that is primarily used for making carpet quality wool. Mastitis in sheep can have an impact on wool quality and quantity. The inflammation caused by mastitis can lead to changes in the wool follicles, resulting in uneven wool growth, shorter staple length, and wool quality. In severe cases, the inflammation can cause wool breakage, leading to wool loss."
392,Muzaffarnagri,Milk fever(hypocalcaemia),"Face and body of sheep are white with occasional patches of brown or black. Fleece is white,coarse and open.Belly and legs are devoid of wool coarse fleece that is primarily used for making carpet quality wool. Regarding wool, there is no direct impact of milk fever on the quality or quantity of wool production."
393,Muzaffarnagri,Nitrate poisoning,"Face and body of sheep are white with occasional patches of brown or black. Fleece is white,coarse and open.Belly and legs are devoid of wool coarse fleece that is primarily used for making carpet quality wool.This might cause wool fibers to become brittle and break more easily.It can also cause discoloration of wool.The wool may be weaker, have more breaks, and be more prone to shrinkage during processing."
394,Muzaffarnagri,Ovine Johne's disease(OJD),"Face and body of sheep are white with occasional patches of brown or black. Fleece is white,coarse and open.Belly and legs are devoid of wool coarse fleece that is primarily used for making carpet quality wool. OJD can affect wool production in infected sheep. The disease causes severe wasting, which can lead to a decrease in body condition score and wool production. Additionally, the wool quality may be affected due to the poor nutrition of the infected sheep "
395,Muzaffarnagri,Oxalate poisoning,"Face and body of sheep are white with occasional patches of brown or black. Fleece is white,coarse and open.Belly and legs are devoid of wool coarse fleece that is primarily used for making carpet quality wool. it is known that the disease can cause a decrease in body condition score and wool production due to severe wasting"
396,Muzaffarnagri,Perennial ryegrass,"Face and body of sheep are white with occasional patches of brown or black. Fleece is white,coarse and open.Belly and legs are devoid of wool coarse fleece that is primarily used for making carpet quality wool. it is known that the disease can cause a decrease in body condition score and wool production due to severe wasting"
397,Muzaffarnagri,Phalaris poisoning,"Face and body of sheep are white with occasional patches of brown or black. Fleece is white,coarse and open.Belly and legs are devoid of wool coarse fleece that is primarily used for making carpet quality wool.  The wool may become coarse, brittle, and discolored, leading to reduced wool quality."
398,Muzaffarnagri,Phalaris staggers,"Face and body of sheep are white with occasional patches of brown or black. Fleece is white,coarse and open.Belly and legs are devoid of wool coarse fleece that is primarily used for making carpet quality wool. The disease might lead to abnormal wool growth or damage to the wool follicles."
399,Muzaffarnagri,Photosensitisation,"Face and body of sheep are white with occasional patches of brown or black. Fleece is white,coarse and open.Belly and legs are devoid of wool coarse fleece that is primarily used for making carpet quality wool.In severe cases, the skin damage can lead to skin sloughing, which can further exacerbate the impact on wool production."
400,Muzaffarnagri,Pink eye,"Face and body of sheep are white with occasional patches of brown or black. Fleece is white,coarse and open.Belly and legs are devoid of wool coarse fleece that is primarily used for making carpet quality wool. In some cases, the inflammation and discharge caused by the infection can also lead to wool staining, which can be difficult to remove and may affect the value of the wool."
401,Muzaffarnagri,Pneumonia,"Face and body of sheep are white with occasional patches of brown or black. Fleece is white,coarse and open.Belly and legs are devoid of wool coarse fleece that is primarily used for making carpet quality wool. Pneumonia can also cause wool break in sheep, which is when thin, weak areas in the fibers cause the fleece to break apart when tugged."
402,Muzaffarnagri,Polioencephalomalacia,"Face and body of sheep are white with occasional patches of brown or black. Fleece is white,coarse and open.Belly and legs are devoid of wool coarse fleece that is primarily used for making carpet quality wool. In severe cases of PEM, animals may be unable to stand or may have seizures, which can further compromise their ability to eat and drink and can lead to weight loss and decreased wool production."
403,Muzaffarnagri,Pregnancy toxaemia,"Face and body of sheep are white with occasional patches of brown or black. Fleece is white,coarse and open.Belly and legs are devoid of wool coarse fleece that is primarily used for making carpet quality wool. The disease doesn’t affect wool"
404,Muzaffarnagri,Pulpy kidney(enterotoxaemia),"Face and body of sheep are white with occasional patches of brown or black. Fleece is white,coarse and open.Belly and legs are devoid of wool coarse fleece that is primarily used for making carpet quality wool. The disease might affect the wool follicles and cause wool breakage or loss"
405,Muzaffarnagri,Pyrrolizidine alkaloid poisoning,"Face and body of sheep are white with occasional patches of brown or black. Fleece is white,coarse and open.Belly and legs are devoid of wool coarse fleece that is primarily used for making carpet quality wool. Pyrrolizidine alkaloid poisoning in sheep can result in lighter weight and decreased wool growth compared to sheep grazing on Echium-free pasture."
406,Muzaffarnagri,Scabby mouth,"Face and body of sheep are white with occasional patches of brown or black. Fleece is white,coarse and open.Belly and legs are devoid of wool coarse fleece that is primarily used for making carpet quality wool. The virus that causes scabby mouth can also cause lesions on other body parts, which may become susceptible to secondary bacterial invasion, further impacting the health and well-being of the sheep and potentially affecting wool production. "
407,Muzaffarnagri,Selenium deficiency(white muscle),"Face and body of sheep are white with occasional patches of brown or black. Fleece is white,coarse and open.Belly and legs are devoid of wool coarse fleece that is primarily used for making carpet quality wool. Inadequate levels of selenium can result in a wool fleece that is lacking in its natural ""crimp,"" which is the natural wave or curl in the wool fibers. This can lead to a less valuable wool clip for farmers."
